Country,CountryCode,Confirmed,Deaths,Recovered,Active,Date
Brunei Darussalam,BN,1,0,0,1,2020-03-09
Brunei Darussalam,BN,1,0,0,1,2020-03-10
Brunei Darussalam,BN,11,0,0,11,2020-03-11
Brunei Darussalam,BN,11,0,0,11,2020-03-12
Brunei Darussalam,BN,37,0,0,37,2020-03-13
Brunei Darussalam,BN,40,0,0,40,2020-03-14
Brunei Darussalam,BN,50,0,0,50,2020-03-15
Brunei Darussalam,BN,54,0,0,54,2020-03-16
Brunei Darussalam,BN,56,0,0,56,2020-03-17
Brunei Darussalam,BN,68,0,0,68,2020-03-18
Brunei Darussalam,BN,75,0,0,75,2020-03-19
Brunei Darussalam,BN,78,0,1,77,2020-03-20
Brunei Darussalam,BN,83,0,2,81,2020-03-21
Brunei Darussalam,BN,88,0,2,86,2020-03-22
Brunei Darussalam,BN,91,0,2,89,2020-03-23
Brunei Darussalam,BN,104,0,2,102,2020-03-24
Brunei Darussalam,BN,109,0,2,107,2020-03-25
Brunei Darussalam,BN,114,0,5,109,2020-03-26
Brunei Darussalam,BN,115,0,11,104,2020-03-27
Brunei Darussalam,BN,120,1,25,94,2020-03-28
Brunei Darussalam,BN,126,1,34,91,2020-03-29
Brunei Darussalam,BN,127,1,38,88,2020-03-30
Brunei Darussalam,BN,129,1,45,83,2020-03-31
Brunei Darussalam,BN,131,1,52,78,2020-04-01
Brunei Darussalam,BN,133,1,56,76,2020-04-02
Brunei Darussalam,BN,134,1,65,68,2020-04-03
Brunei Darussalam,BN,135,1,66,68,2020-04-04
Brunei Darussalam,BN,135,1,73,61,2020-04-05
Brunei Darussalam,BN,135,1,82,52,2020-04-06
Brunei Darussalam,BN,135,1,85,49,2020-04-07
Brunei Darussalam,BN,135,1,91,43,2020-04-08
Brunei Darussalam,BN,135,1,92,42,2020-04-09
Brunei Darussalam,BN,136,1,99,36,2020-04-10
Brunei Darussalam,BN,136,1,104,31,2020-04-11
Brunei Darussalam,BN,136,1,106,29,2020-04-12
Brunei Darussalam,BN,136,1,107,28,2020-04-13
Brunei Darussalam,BN,136,1,107,28,2020-04-14
Brunei Darussalam,BN,136,1,108,27,2020-04-15
Brunei Darussalam,BN,136,1,108,27,2020-04-16
Brunei Darussalam,BN,136,1,112,23,2020-04-17
Brunei Darussalam,BN,137,1,113,23,2020-04-18
Brunei Darussalam,BN,138,1,115,22,2020-04-19
Brunei Darussalam,BN,138,1,116,21,2020-04-20
Brunei Darussalam,BN,138,1,116,21,2020-04-21
Brunei Darussalam,BN,138,1,117,20,2020-04-22
Brunei Darussalam,BN,138,1,119,18,2020-04-23
Brunei Darussalam,BN,138,1,120,17,2020-04-24
Brunei Darussalam,BN,138,1,121,16,2020-04-25
Brunei Darussalam,BN,138,1,123,14,2020-04-26
Brunei Darussalam,BN,138,1,124,13,2020-04-27
Brunei Darussalam,BN,138,1,124,13,2020-04-28
Brunei Darussalam,BN,138,1,124,13,2020-04-29
Brunei Darussalam,BN,138,1,124,13,2020-04-30
Brunei Darussalam,BN,138,1,124,13,2020-05-01
Brunei Darussalam,BN,138,1,126,11,2020-05-02
Brunei Darussalam,BN,138,1,128,9,2020-05-03
Brunei Darussalam,BN,138,1,130,7,2020-05-04
Brunei Darussalam,BN,138,1,131,6,2020-05-05
Brunei Darussalam,BN,139,1,131,7,2020-05-06
Brunei Darussalam,BN,141,1,131,9,2020-05-07
Brunei Darussalam,BN,141,1,132,8,2020-05-08
Brunei Darussalam,BN,141,1,132,8,2020-05-09
Brunei Darussalam,BN,141,1,134,6,2020-05-10
Brunei Darussalam,BN,141,1,134,6,2020-05-11
Brunei Darussalam,BN,141,1,134,6,2020-05-12
Brunei Darussalam,BN,141,1,134,6,2020-05-13
Brunei Darussalam,BN,141,1,134,6,2020-05-14
Brunei Darussalam,BN,141,1,135,5,2020-05-15
Brunei Darussalam,BN,141,1,136,4,2020-05-16
Brunei Darussalam,BN,141,1,136,4,2020-05-17
Brunei Darussalam,BN,141,1,136,4,2020-05-18
Brunei Darussalam,BN,141,1,136,4,2020-05-19
Brunei Darussalam,BN,141,1,136,4,2020-05-20
Brunei Darussalam,BN,141,1,136,4,2020-05-21
Brunei Darussalam,BN,141,1,136,4,2020-05-22
Brunei Darussalam,BN,141,1,136,4,2020-05-23
Brunei Darussalam,BN,141,1,137,3,2020-05-24
Brunei Darussalam,BN,141,1,137,3,2020-05-25
Brunei Darussalam,BN,141,1,137,3,2020-05-26
Brunei Darussalam,BN,141,2,137,2,2020-05-27
Brunei Darussalam,BN,141,2,138,1,2020-05-28
Brunei Darussalam,BN,141,2,138,1,2020-05-29
Brunei Darussalam,BN,141,2,138,1,2020-05-30
Brunei Darussalam,BN,141,2,138,1,2020-05-31
Brunei Darussalam,BN,141,2,138,1,2020-06-01
Brunei Darussalam,BN,141,2,138,1,2020-06-02
Brunei Darussalam,BN,141,2,138,1,2020-06-03
Brunei Darussalam,BN,141,2,138,1,2020-06-04
Brunei Darussalam,BN,141,2,138,1,2020-06-05
Brunei Darussalam,BN,141,2,138,1,2020-06-06
Brunei Darussalam,BN,141,2,138,1,2020-06-07
Brunei Darussalam,BN,141,2,138,1,2020-06-08
Brunei Darussalam,BN,141,2,138,1,2020-06-09
Brunei Darussalam,BN,141,2,138,1,2020-06-10
Brunei Darussalam,BN,141,2,138,1,2020-06-11
Brunei Darussalam,BN,141,2,138,1,2020-06-12
Brunei Darussalam,BN,141,2,138,1,2020-06-13
Brunei Darussalam,BN,141,2,138,1,2020-06-14
Brunei Darussalam,BN,141,2,138,1,2020-06-15
Brunei Darussalam,BN,141,3,138,0,2020-06-16
Brunei Darussalam,BN,141,3,138,0,2020-06-17
Brunei Darussalam,BN,141,3,138,0,2020-06-18
Brunei Darussalam,BN,141,3,138,0,2020-06-19
Brunei Darussalam,BN,141,3,138,0,2020-06-20
Brunei Darussalam,BN,141,3,138,0,2020-06-21
Brunei Darussalam,BN,141,3,138,0,2020-06-22
Brunei Darussalam,BN,141,3,138,0,2020-06-23
Brunei Darussalam,BN,141,3,138,0,2020-06-24
Brunei Darussalam,BN,141,3,138,0,2020-06-25
Brunei Darussalam,BN,141,3,138,0,2020-06-26
Brunei Darussalam,BN,141,3,138,0,2020-06-27
Brunei Darussalam,BN,141,3,138,0,2020-06-28
Brunei Darussalam,BN,141,3,138,0,2020-06-29
Brunei Darussalam,BN,141,3,138,0,2020-06-30
Brunei Darussalam,BN,141,3,138,0,2020-07-01
Brunei Darussalam,BN,141,3,138,0,2020-07-02
Brunei Darussalam,BN,141,3,138,0,2020-07-03
Brunei Darussalam,BN,141,3,138,0,2020-07-04
Brunei Darussalam,BN,141,3,138,0,2020-07-05
Brunei Darussalam,BN,141,3,138,0,2020-07-06
Brunei Darussalam,BN,141,3,138,0,2020-07-07
Brunei Darussalam,BN,141,3,138,0,2020-07-08
Brunei Darussalam,BN,141,3,138,0,2020-07-09
Brunei Darussalam,BN,141,3,138,0,2020-07-10
Brunei Darussalam,BN,141,3,138,0,2020-07-11
Brunei Darussalam,BN,141,3,138,0,2020-07-12
Brunei Darussalam,BN,141,3,138,0,2020-07-13
Brunei Darussalam,BN,141,3,138,0,2020-07-14
Brunei Darussalam,BN,141,3,138,0,2020-07-15
Brunei Darussalam,BN,141,3,138,0,2020-07-16
Brunei Darussalam,BN,141,3,138,0,2020-07-17
Brunei Darussalam,BN,141,3,138,0,2020-07-18
Brunei Darussalam,BN,141,3,138,0,2020-07-19
Brunei Darussalam,BN,141,3,138,0,2020-07-20
Brunei Darussalam,BN,141,3,138,0,2020-07-21
Brunei Darussalam,BN,141,3,138,0,2020-07-22
Brunei Darussalam,BN,141,3,138,0,2020-07-23
Brunei Darussalam,BN,141,3,138,0,2020-07-24
Brunei Darussalam,BN,141,3,138,0,2020-07-25
Brunei Darussalam,BN,141,3,138,0,2020-07-26
Brunei Darussalam,BN,141,3,138,0,2020-07-27
Brunei Darussalam,BN,141,3,138,0,2020-07-28
Brunei Darussalam,BN,141,3,138,0,2020-07-29
Brunei Darussalam,BN,141,3,138,0,2020-07-30
Brunei Darussalam,BN,141,3,138,0,2020-07-31
Brunei Darussalam,BN,141,3,138,0,2020-08-01
Brunei Darussalam,BN,141,3,138,0,2020-08-02
Brunei Darussalam,BN,141,3,138,0,2020-08-03
Brunei Darussalam,BN,141,3,138,0,2020-08-04
Brunei Darussalam,BN,141,3,138,0,2020-08-05
Brunei Darussalam,BN,141,3,138,0,2020-08-06
Brunei Darussalam,BN,142,3,138,1,2020-08-07
Brunei Darussalam,BN,142,3,138,1,2020-08-08
Brunei Darussalam,BN,142,3,138,1,2020-08-09
Brunei Darussalam,BN,142,3,138,1,2020-08-10
Brunei Darussalam,BN,142,3,138,1,2020-08-11
Brunei Darussalam,BN,142,3,138,1,2020-08-12
Brunei Darussalam,BN,142,3,138,1,2020-08-13
Brunei Darussalam,BN,142,3,138,1,2020-08-14
Brunei Darussalam,BN,142,3,138,1,2020-08-15
Brunei Darussalam,BN,142,3,138,1,2020-08-16
Brunei Darussalam,BN,142,3,139,0,2020-08-17
Brunei Darussalam,BN,142,3,139,0,2020-08-18
Brunei Darussalam,BN,143,3,139,1,2020-08-19
Brunei Darussalam,BN,143,3,139,1,2020-08-20
Brunei Darussalam,BN,143,3,139,1,2020-08-21
Brunei Darussalam,BN,143,3,139,1,2020-08-22
Brunei Darussalam,BN,143,3,139,1,2020-08-23
Brunei Darussalam,BN,143,3,139,1,2020-08-24
Brunei Darussalam,BN,144,3,139,2,2020-08-25
Brunei Darussalam,BN,144,3,139,2,2020-08-26
Brunei Darussalam,BN,144,3,139,2,2020-08-27
Brunei Darussalam,BN,144,3,139,2,2020-08-28
Brunei Darussalam,BN,144,3,139,2,2020-08-29
Brunei Darussalam,BN,144,3,139,2,2020-08-30
Brunei Darussalam,BN,144,3,139,2,2020-08-31
Brunei Darussalam,BN,144,3,139,2,2020-09-01
Brunei Darussalam,BN,144,3,139,2,2020-09-02
Brunei Darussalam,BN,145,3,139,3,2020-09-03
Brunei Darussalam,BN,145,3,139,3,2020-09-04
Brunei Darussalam,BN,145,3,139,3,2020-09-05
Brunei Darussalam,BN,145,3,139,3,2020-09-06
Brunei Darussalam,BN,145,3,139,3,2020-09-07
Brunei Darussalam,BN,145,3,139,3,2020-09-08
Brunei Darussalam,BN,145,3,139,3,2020-09-09
Brunei Darussalam,BN,145,3,139,3,2020-09-10
Brunei Darussalam,BN,145,3,139,3,2020-09-11
Brunei Darussalam,BN,145,3,139,3,2020-09-12
Brunei Darussalam,BN,145,3,139,3,2020-09-13
Brunei Darussalam,BN,145,3,139,3,2020-09-14
Brunei Darussalam,BN,145,3,139,3,2020-09-15
Brunei Darussalam,BN,145,3,139,3,2020-09-16
Brunei Darussalam,BN,145,3,141,1,2020-09-17
Brunei Darussalam,BN,145,3,141,1,2020-09-18
Brunei Darussalam,BN,145,3,142,0,2020-09-19
Brunei Darussalam,BN,145,3,142,0,2020-09-20
Brunei Darussalam,BN,145,3,142,0,2020-09-21
Brunei Darussalam,BN,145,3,142,0,2020-09-22
Brunei Darussalam,BN,145,3,142,0,2020-09-23
Brunei Darussalam,BN,146,3,142,1,2020-09-24
Brunei Darussalam,BN,146,3,142,1,2020-09-25
Brunei Darussalam,BN,146,3,142,1,2020-09-26
Brunei Darussalam,BN,146,3,142,1,2020-09-27
Brunei Darussalam,BN,146,3,142,1,2020-09-28
Brunei Darussalam,BN,146,3,142,1,2020-09-29
Brunei Darussalam,BN,146,3,142,1,2020-09-30
Brunei Darussalam,BN,146,3,142,1,2020-10-01
Brunei Darussalam,BN,146,3,142,1,2020-10-02
Brunei Darussalam,BN,146,3,142,1,2020-10-03
Brunei Darussalam,BN,146,3,142,1,2020-10-04
Brunei Darussalam,BN,146,3,142,1,2020-10-05
Brunei Darussalam,BN,146,3,143,0,2020-10-06
Brunei Darussalam,BN,146,3,143,0,2020-10-07
Brunei Darussalam,BN,146,3,143,0,2020-10-08
Brunei Darussalam,BN,146,3,143,0,2020-10-09
Brunei Darussalam,BN,146,3,143,0,2020-10-10
Brunei Darussalam,BN,146,3,143,0,2020-10-11
Brunei Darussalam,BN,146,3,143,0,2020-10-12
Brunei Darussalam,BN,146,3,143,0,2020-10-13
Brunei Darussalam,BN,147,3,143,1,2020-10-14
Brunei Darussalam,BN,147,3,143,1,2020-10-15
Brunei Darussalam,BN,147,3,143,1,2020-10-16
Brunei Darussalam,BN,147,3,143,1,2020-10-17
Brunei Darussalam,BN,147,3,143,1,2020-10-18
Brunei Darussalam,BN,147,3,143,1,2020-10-19
Brunei Darussalam,BN,147,3,143,1,2020-10-20
Brunei Darussalam,BN,147,3,143,1,2020-10-21
Brunei Darussalam,BN,148,3,143,2,2020-10-22
Brunei Darussalam,BN,148,3,143,2,2020-10-23
Brunei Darussalam,BN,148,3,143,2,2020-10-24
Brunei Darussalam,BN,148,3,143,2,2020-10-25
Brunei Darussalam,BN,148,3,143,2,2020-10-26
Brunei Darussalam,BN,148,3,143,2,2020-10-27
Brunei Darussalam,BN,148,3,143,2,2020-10-28
Brunei Darussalam,BN,148,3,143,2,2020-10-29
Brunei Darussalam,BN,148,3,143,2,2020-10-30
Brunei Darussalam,BN,148,3,143,2,2020-10-31
Brunei Darussalam,BN,148,3,143,2,2020-11-01
Brunei Darussalam,BN,148,3,143,2,2020-11-02
Brunei Darussalam,BN,148,3,143,2,2020-11-03
Brunei Darussalam,BN,148,3,143,2,2020-11-04
Brunei Darussalam,BN,148,3,144,1,2020-11-05
Brunei Darussalam,BN,148,3,144,1,2020-11-06
Brunei Darussalam,BN,148,3,144,1,2020-11-07
Brunei Darussalam,BN,148,3,144,1,2020-11-08
Brunei Darussalam,BN,148,3,144,1,2020-11-09
Brunei Darussalam,BN,148,3,145,0,2020-11-10
Brunei Darussalam,BN,148,3,145,0,2020-11-11
Brunei Darussalam,BN,148,3,145,0,2020-11-12
Brunei Darussalam,BN,148,3,145,0,2020-11-13
Brunei Darussalam,BN,148,3,145,0,2020-11-14
Brunei Darussalam,BN,148,3,145,0,2020-11-15
Brunei Darussalam,BN,148,3,145,0,2020-11-16
Brunei Darussalam,BN,148,3,145,0,2020-11-17
Brunei Darussalam,BN,148,3,145,0,2020-11-18
Brunei Darussalam,BN,148,3,145,0,2020-11-19
Brunei Darussalam,BN,148,3,145,0,2020-11-20
Brunei Darussalam,BN,148,3,145,0,2020-11-21
Brunei Darussalam,BN,148,3,145,0,2020-11-22
Brunei Darussalam,BN,149,3,145,1,2020-11-23
Brunei Darussalam,BN,150,3,145,2,2020-11-24
Brunei Darussalam,BN,150,3,145,2,2020-11-25
Brunei Darussalam,BN,150,3,145,2,2020-11-26
Brunei Darussalam,BN,150,3,145,2,2020-11-27
Brunei Darussalam,BN,150,3,145,2,2020-11-28
Brunei Darussalam,BN,150,3,145,2,2020-11-29
Brunei Darussalam,BN,150,3,145,2,2020-11-30
Brunei Darussalam,BN,151,3,145,3,2020-12-01
Brunei Darussalam,BN,151,3,145,3,2020-12-02
Brunei Darussalam,BN,151,3,145,3,2020-12-03
Brunei Darussalam,BN,151,3,146,2,2020-12-04
Brunei Darussalam,BN,151,3,146,2,2020-12-05
Brunei Darussalam,BN,151,3,147,1,2020-12-06
Brunei Darussalam,BN,151,3,147,1,2020-12-07
Brunei Darussalam,BN,152,3,147,2,2020-12-08
Brunei Darussalam,BN,152,3,147,2,2020-12-09
Brunei Darussalam,BN,152,3,147,2,2020-12-10
Brunei Darussalam,BN,152,3,147,2,2020-12-11
Brunei Darussalam,BN,152,3,147,2,2020-12-12
Brunei Darussalam,BN,152,3,147,2,2020-12-13
Brunei Darussalam,BN,152,3,147,2,2020-12-14
Brunei Darussalam,BN,152,3,147,2,2020-12-15
Brunei Darussalam,BN,152,3,148,1,2020-12-16
Brunei Darussalam,BN,152,3,148,1,2020-12-17
Brunei Darussalam,BN,152,3,148,1,2020-12-18
Brunei Darussalam,BN,152,3,149,0,2020-12-19
Brunei Darussalam,BN,152,3,149,0,2020-12-20
Brunei Darussalam,BN,152,3,149,0,2020-12-21
Brunei Darussalam,BN,152,3,149,0,2020-12-22
Brunei Darussalam,BN,152,3,149,0,2020-12-23
Brunei Darussalam,BN,152,3,149,0,2020-12-24
Brunei Darussalam,BN,152,3,149,0,2020-12-25
Brunei Darussalam,BN,152,3,149,0,2020-12-26
Brunei Darussalam,BN,152,3,149,0,2020-12-27
Brunei Darussalam,BN,152,3,149,0,2020-12-28
Brunei Darussalam,BN,152,3,149,0,2020-12-29
Brunei Darussalam,BN,157,3,149,5,2020-12-30
Brunei Darussalam,BN,157,3,149,5,2020-12-31
Brunei Darussalam,BN,157,3,149,5,2021-01-01
Brunei Darussalam,BN,157,3,149,5,2021-01-02
Brunei Darussalam,BN,172,3,149,20,2021-01-03
Brunei Darussalam,BN,172,3,149,20,2021-01-04
Brunei Darussalam,BN,172,3,149,20,2021-01-05
Brunei Darussalam,BN,172,3,149,20,2021-01-06
Brunei Darussalam,BN,173,3,149,21,2021-01-07
Brunei Darussalam,BN,173,3,149,21,2021-01-08
Brunei Darussalam,BN,173,3,153,17,2021-01-09
Brunei Darussalam,BN,173,3,153,17,2021-01-10
Brunei Darussalam,BN,173,3,153,17,2021-01-11
Brunei Darussalam,BN,174,3,153,18,2021-01-12
Brunei Darussalam,BN,174,3,168,3,2021-01-13
Brunei Darussalam,BN,174,3,168,3,2021-01-14
Brunei Darussalam,BN,174,3,168,3,2021-01-15
Brunei Darussalam,BN,174,3,168,3,2021-01-16
Brunei Darussalam,BN,174,3,168,3,2021-01-17
Brunei Darussalam,BN,174,3,169,2,2021-01-18
Brunei Darussalam,BN,174,3,169,2,2021-01-19
Brunei Darussalam,BN,174,3,169,2,2021-01-20
Brunei Darussalam,BN,174,3,169,2,2021-01-21
Brunei Darussalam,BN,175,3,169,3,2021-01-22
Brunei Darussalam,BN,175,3,169,3,2021-01-23
Brunei Darussalam,BN,175,3,169,3,2021-01-24
Brunei Darussalam,BN,175,3,169,3,2021-01-25
Brunei Darussalam,BN,176,3,169,4,2021-01-26
Brunei Darussalam,BN,176,3,169,4,2021-01-27
Brunei Darussalam,BN,180,3,170,7,2021-01-28
Brunei Darussalam,BN,180,3,170,7,2021-01-29
Brunei Darussalam,BN,180,3,170,7,2021-01-30
Brunei Darussalam,BN,180,3,170,7,2021-01-31
Brunei Darussalam,BN,180,3,170,7,2021-02-01
Brunei Darussalam,BN,180,3,170,7,2021-02-02
Brunei Darussalam,BN,180,3,170,7,2021-02-03
Brunei Darussalam,BN,180,3,172,5,2021-02-04
Brunei Darussalam,BN,180,3,172,5,2021-02-05
Brunei Darussalam,BN,181,3,173,5,2021-02-06
Brunei Darussalam,BN,181,3,173,5,2021-02-07
Brunei Darussalam,BN,182,3,175,4,2021-02-08
Brunei Darussalam,BN,182,3,175,4,2021-02-09
Brunei Darussalam,BN,182,3,175,4,2021-02-10
Brunei Darussalam,BN,183,3,175,5,2021-02-11
Brunei Darussalam,BN,184,3,175,6,2021-02-12
Brunei Darussalam,BN,184,3,175,6,2021-02-13
Brunei Darussalam,BN,184,3,175,6,2021-02-14
Brunei Darussalam,BN,184,3,177,4,2021-02-15
Brunei Darussalam,BN,184,3,177,4,2021-02-16
Brunei Darussalam,BN,185,3,178,4,2021-02-17
Brunei Darussalam,BN,185,3,178,4,2021-02-18
Brunei Darussalam,BN,185,3,178,4,2021-02-19
Brunei Darussalam,BN,185,3,178,4,2021-02-20
Brunei Darussalam,BN,185,3,178,4,2021-02-21
Brunei Darussalam,BN,185,3,178,4,2021-02-22
Brunei Darussalam,BN,185,3,178,4,2021-02-23
Brunei Darussalam,BN,185,3,178,4,2021-02-24
Brunei Darussalam,BN,185,3,178,4,2021-02-25
Brunei Darussalam,BN,185,3,178,4,2021-02-26
Brunei Darussalam,BN,186,3,181,2,2021-02-27
Brunei Darussalam,BN,186,3,181,2,2021-02-28
Brunei Darussalam,BN,186,3,181,2,2021-03-01
Brunei Darussalam,BN,187,3,181,3,2021-03-02
Brunei Darussalam,BN,187,3,181,3,2021-03-03
Brunei Darussalam,BN,188,3,182,3,2021-03-04
Brunei Darussalam,BN,188,3,182,3,2021-03-05
Brunei Darussalam,BN,189,3,182,4,2021-03-06
Brunei Darussalam,BN,189,3,182,4,2021-03-07
Brunei Darussalam,BN,190,3,182,5,2021-03-08
Brunei Darussalam,BN,191,3,183,5,2021-03-09
Brunei Darussalam,BN,192,3,183,6,2021-03-10
Brunei Darussalam,BN,192,3,183,6,2021-03-11
Brunei Darussalam,BN,192,3,183,6,2021-03-12
Brunei Darussalam,BN,192,3,183,6,2021-03-13
Brunei Darussalam,BN,199,3,185,11,2021-03-14
Brunei Darussalam,BN,199,3,185,11,2021-03-15
Brunei Darussalam,BN,202,3,186,13,2021-03-16
Brunei Darussalam,BN,203,3,186,14,2021-03-17
Brunei Darussalam,BN,203,3,186,14,2021-03-18
Brunei Darussalam,BN,203,3,186,14,2021-03-19
Brunei Darussalam,BN,205,3,188,14,2021-03-20
Brunei Darussalam,BN,206,3,188,15,2021-03-21
Brunei Darussalam,BN,206,3,188,15,2021-03-22
Brunei Darussalam,BN,206,3,188,15,2021-03-23
Brunei Darussalam,BN,206,3,188,15,2021-03-24
Brunei Darussalam,BN,206,3,188,15,2021-03-25
Brunei Darussalam,BN,206,3,188,15,2021-03-26
Brunei Darussalam,BN,206,3,188,15,2021-03-27
Brunei Darussalam,BN,207,3,191,13,2021-03-28
Brunei Darussalam,BN,207,3,191,13,2021-03-29
Brunei Darussalam,BN,210,3,194,13,2021-03-30
Brunei Darussalam,BN,212,3,194,15,2021-03-31
Brunei Darussalam,BN,213,3,195,15,2021-04-01
Brunei Darussalam,BN,213,3,195,15,2021-04-02
Brunei Darussalam,BN,214,3,197,14,2021-04-03
Brunei Darussalam,BN,214,3,197,14,2021-04-04
Brunei Darussalam,BN,214,3,197,14,2021-04-05
Brunei Darussalam,BN,214,3,197,14,2021-04-06
Brunei Darussalam,BN,215,3,198,14,2021-04-07
Brunei Darussalam,BN,216,3,202,11,2021-04-08
Brunei Darussalam,BN,219,3,206,10,2021-04-09
Brunei Darussalam,BN,219,3,206,10,2021-04-10
Brunei Darussalam,BN,219,3,206,10,2021-04-11
Brunei Darussalam,BN,219,3,206,10,2021-04-12
Brunei Darussalam,BN,219,3,206,10,2021-04-13
Brunei Darussalam,BN,219,3,206,10,2021-04-14
Brunei Darussalam,BN,221,3,206,12,2021-04-15
Brunei Darussalam,BN,221,3,206,12,2021-04-16
Brunei Darussalam,BN,221,3,206,12,2021-04-17
Brunei Darussalam,BN,221,3,206,12,2021-04-18
Brunei Darussalam,BN,221,3,206,12,2021-04-19
Brunei Darussalam,BN,223,3,210,10,2021-04-20
Brunei Darussalam,BN,223,3,210,10,2021-04-21
Brunei Darussalam,BN,223,3,210,10,2021-04-22
Brunei Darussalam,BN,223,3,210,10,2021-04-23
Brunei Darussalam,BN,223,3,210,10,2021-04-24
Brunei Darussalam,BN,223,3,210,10,2021-04-25
Brunei Darussalam,BN,223,3,212,8,2021-04-26
Brunei Darussalam,BN,223,3,212,8,2021-04-27
Brunei Darussalam,BN,224,3,215,6,2021-04-28
Brunei Darussalam,BN,224,3,215,6,2021-04-29
Brunei Darussalam,BN,224,3,215,6,2021-04-30
Brunei Darussalam,BN,227,3,218,6,2021-05-01
Brunei Darussalam,BN,227,3,218,6,2021-05-02
Brunei Darussalam,BN,227,3,218,6,2021-05-03
Brunei Darussalam,BN,228,3,218,7,2021-05-04
Brunei Darussalam,BN,228,3,218,7,2021-05-05
Brunei Darussalam,BN,228,3,218,7,2021-05-06
Brunei Darussalam,BN,229,3,218,8,2021-05-07
Brunei Darussalam,BN,230,3,218,9,2021-05-08
Brunei Darussalam,BN,230,3,218,9,2021-05-09
Brunei Darussalam,BN,230,3,218,9,2021-05-10
Brunei Darussalam,BN,230,3,218,9,2021-05-11
Brunei Darussalam,BN,231,3,220,8,2021-05-12
Brunei Darussalam,BN,232,3,220,9,2021-05-13
Brunei Darussalam,BN,232,3,220,9,2021-05-14
Brunei Darussalam,BN,232,3,220,9,2021-05-15
Brunei Darussalam,BN,232,3,220,9,2021-05-16
Brunei Darussalam,BN,232,3,220,9,2021-05-17
Brunei Darussalam,BN,232,3,220,9,2021-05-18
Brunei Darussalam,BN,235,3,222,10,2021-05-19
Brunei Darussalam,BN,235,3,222,10,2021-05-20
Brunei Darussalam,BN,235,3,222,10,2021-05-21
Brunei Darussalam,BN,235,3,224,8,2021-05-22
Brunei Darussalam,BN,235,3,224,8,2021-05-23
Brunei Darussalam,BN,236,3,225,8,2021-05-24
Brunei Darussalam,BN,236,3,225,8,2021-05-25
Brunei Darussalam,BN,240,3,228,9,2021-05-26
Brunei Darussalam,BN,241,3,228,10,2021-05-27
Brunei Darussalam,BN,241,3,228,10,2021-05-28
Brunei Darussalam,BN,241,3,228,10,2021-05-29
Brunei Darussalam,BN,241,3,228,10,2021-05-30
Brunei Darussalam,BN,242,3,228,11,2021-05-31
Brunei Darussalam,BN,244,3,231,10,2021-06-01
Brunei Darussalam,BN,244,3,231,10,2021-06-02
Brunei Darussalam,BN,244,3,231,10,2021-06-03
Brunei Darussalam,BN,244,3,231,10,2021-06-04
Brunei Darussalam,BN,244,3,231,10,2021-06-05
Brunei Darussalam,BN,244,3,231,10,2021-06-06
Brunei Darussalam,BN,244,3,231,10,2021-06-07
Brunei Darussalam,BN,246,3,231,12,2021-06-08
Brunei Darussalam,BN,246,3,231,12,2021-06-09
Brunei Darussalam,BN,248,3,239,6,2021-06-10
Brunei Darussalam,BN,248,3,239,6,2021-06-11
Brunei Darussalam,BN,248,3,239,6,2021-06-12
Brunei Darussalam,BN,248,3,239,6,2021-06-13
Brunei Darussalam,BN,248,3,239,6,2021-06-14
Brunei Darussalam,BN,250,3,239,8,2021-06-15
Brunei Darussalam,BN,250,3,239,8,2021-06-16
Brunei Darussalam,BN,250,3,239,8,2021-06-17
Brunei Darussalam,BN,251,3,239,9,2021-06-18
Brunei Darussalam,BN,251,3,239,9,2021-06-19
Brunei Darussalam,BN,255,3,244,8,2021-06-20
Brunei Darussalam,BN,255,3,244,8,2021-06-21
Brunei Darussalam,BN,256,3,245,8,2021-06-22
Brunei Darussalam,BN,256,3,245,8,2021-06-23
Brunei Darussalam,BN,256,3,245,8,2021-06-24
Brunei Darussalam,BN,256,3,245,8,2021-06-25
Brunei Darussalam,BN,259,3,245,11,2021-06-26
Brunei Darussalam,BN,259,3,245,11,2021-06-27
Brunei Darussalam,BN,259,3,245,11,2021-06-28
Brunei Darussalam,BN,259,3,245,11,2021-06-29
Brunei Darussalam,BN,260,3,248,9,2021-06-30
Brunei Darussalam,BN,261,3,248,10,2021-07-01
Brunei Darussalam,BN,261,3,248,10,2021-07-02
Brunei Darussalam,BN,262,3,250,9,2021-07-03
Brunei Darussalam,BN,262,3,250,9,2021-07-04
Brunei Darussalam,BN,262,3,250,9,2021-07-05
Brunei Darussalam,BN,266,3,255,8,2021-07-06
Brunei Darussalam,BN,266,3,255,8,2021-07-07
Brunei Darussalam,BN,266,3,255,8,2021-07-08
Brunei Darussalam,BN,266,3,255,8,2021-07-09
Brunei Darussalam,BN,268,3,255,10,2021-07-10
Brunei Darussalam,BN,268,3,255,10,2021-07-11
Brunei Darussalam,BN,277,3,256,18,2021-07-12
Brunei Darussalam,BN,282,3,256,23,2021-07-13
Brunei Darussalam,BN,282,3,256,23,2021-07-14
Brunei Darussalam,BN,282,3,256,23,2021-07-15
Brunei Darussalam,BN,282,3,256,23,2021-07-16
Brunei Darussalam,BN,283,3,260,20,2021-07-17
Brunei Darussalam,BN,283,3,260,20,2021-07-18
Brunei Darussalam,BN,283,3,260,20,2021-07-19
